300 41680
128 207 22
152 142 50
8 286 64
84 249 48
59 21 53
241 66 97
294 133 17
148 173 49
85 132 82
169 52 49
66 233 75
242 149 36
225 28 43
30 147 59
89 121 82
30 269 28
17 284 53
75 202 34
271 221 8
141 160 93
107 127 71
227 53 88
135 5 60
189 190 13
68 221 80
228 64 26
94 203 26
150 161 31
153 246 19
1 240 20
192 165 35
10 238 41
60 194 21
98 4 8
246 165 36
32 280 41
150 82 60
193 15 44
268 101 11
97 129 22
118 126 2
125 229 40
77 4 24
16 283 37
68 7 85
57 129 32
243 282 95
51 58 68
265 183 42
215 280 38
268 71 17
40 290 90
51 195 70
150 5 31
3 225 17
128 152 85
140 49 77
153 210 40
12 295 27
20 71 34
242 174 67
180 99 78
68 189 52
150 236 74
235 152 10
14 133 46
74 275 34
163 155 6
87 300 43
269 250 13
94 81 12
96 191 54
163 76 34
128 225 81
71 7 96
248 95 73
63 58 18
83 259 64
121 47 29
87 140 71
39 35 9
205 186 71
41 3 68
87 178 3
201 202 56
239 38 19
22 89 24
78 48 31
15 300 32
214 131 86
208 44 90
105 150 52
119 185 92
191 63 5
101 180 94
121 170 33
139 261 65
131 158 80
160 27 87
225 130 98
174 146 43
29 71 64
222 100 53
134 268 17
37 127 65
85 94 22
100 247 61
86 79 35
153 149 67
169 246 15
172 218 85
44 72 81
127 254 82
56 286 28
204 17 50
195 68 5
278 68 68
64 152 51
109 68 67
76 227 40
296 174 69
220 176 83
245 123 64
231 299 50
10 178 13
143 133 93
94 24 30
149 226 32
12 265 26
281 134 86
215 37 46
98 202 56
219 214 10
207 214 5
124 258 83
118 264 16
195 170 1
50 12 100
259 28 48
256 132 66
108 6 26
69 77 36
71 130 89
158 69 68
3 115 45
61 238 36
212 246 31
165 11 72
71 169 29
220 249 51
127 292 51
59 114 2
60 175 27
34 274 95
253 172 35
122 188 28
185 29 78
30 82 70
180 146 88
300 136 98
111 222 79
85 190 53
165 41 97
140 130 74
211 257 26
9 55 31
282 84 48
136 47 70
237 262 72
70 94 48
32 155 100
244 202 57
139 248 47
190 260 14
124 252 64
121 269 79
194 91 30
221 144 88
290 133 88
232 6 97
34 265 44
209 149 65
216 65 23
146 12 2
95 19 23
224 218 84
293 267 51
28 21 67
101 10 2
114 160 25
159 113 54
280 204 60
25 39 57
154 54 52
224 225 67
246 265 6
236 137 65
76 86 34
225 216 82
230 196 31
242 92 86
57 12 23
276 270 97
298 87 87
286 7 35
2 68 24
171 20 63
22 14 28
280 150 53
150 213 78
187 297 69
134 26 18
84 43 20
270 240 72
32 39 33
130 283 50
70 195 13
260 241 69
34 14 93
119 148 21
115 176 65
240 163 27
95 127 80
80 84 18
62 203 21
144 106 19
289 256 41
237 109 16
78 11 90
108 183 100
196 41 25
255 52 100
264 97 11
262 5 17
31 40 37
280 212 80
183 29 86
130 252 48
212 131 26
157 190 20
212 103 14
217 225 68
214 120 74
235 228 31
271 56 73
22 97 10
24 56 85
57 137 7
78 178 5
138 50 75
40 85 23
170 273 81
61 161 39
235 57 74
256 246 88
234 222 21
8 121 11
155 200 6
252 98 87
131 118 85
227 240 20
85 8 67
145 284 69
232 91 75
93 189 55
51 19 100
300 56 22
77 91 48
212 168 18
222 126 45
18 82 98
135 168 58
13 78 6
21 246 29
273 139 60
200 127 56
99 295 25
85 129 9
295 67 48
32 286 71
136 209 89
194 104 59
66 211 23
249 50 71
129 59 28
235 91 2
299 160 25
14 126 38
53 185 43
226 258 12
254 205 43
287 254 46
216 75 45
55 70 41
277 162 8
132 105 45
242 134 90
3 117 62
225 189 40
267 108 43
78 36 93
53 216 78
17 256 76
209 69 47
39 268 15
239 55 59
199 141 19
283 184 93
165 171 79
60 51 60
125 25 29
203 48 56
100 48 31
115 70 48
7 33 83
4 174 31
70 245 80
182 152 66
288 113 48
272 226 98
193 263 61
293 187 74
69 265 42
54 250 71
168 10 66
124 248 10
190 84 19
159 25 13
130 221 87
284 256 44
10 139 39
187 5 55
167 77 91
220 18 42
180 222 98
175 238 2
85 130 99
181 202 5
230 87 91
29 130 80
297 253 1
288 284 66
261 6 95
263 244 33
220 64 63
260 169 79
245 215 92
19 290 35
41 105 59
101 26 93
156 58 50
109 240 48
60 215 98
111 20 44
177 135 6
289 153 95
279 128 85
33 240 51
218 157 34
245 177 98
82 195 10
229 70 16
12 65 62
54 104 47
282 4 76
198 107 62
156 11 37
43 228 43
164 273 60
1 29 34
92 243 42
20 172 77
260 251 83
211 55 6
141 270 29
138 169 21
107 83 31
290 124 87
106 222 48
31 35 18
92 238 91
202 215 95
250 157 41
189 43 5
142 100 48
207 174 18
61 189 89
77 54 6
127 138 81
272 41 20
80 32 83
146 186 23
117 230 15
79 265 47
232 67 81
87 260 93
16 271 13
265 269 74
244 25 23
271 53 68
297 117 80
96 9 68
5 67 41
132 218 32
123 278 45
19 209 1
197 25 29
283 233 66
94 3 55
130 142 17
258 22 2
191 227 26
90 80 19
195 220 57
240 293 32
265 75 6
111 14 73
239 260 30
272 129 1
221 260 81
10 40 92
179 127 78
299 151 79
239 204 88
234 262 65
152 69 83
84 246 39
108 197 15
96 258 21
80 123 64
97 120 85
62 280 30
16 98 45
159 122 83
55 200 67
233 84 1
174 11 40
68 206 26
35 90 86
30 106 98
151 287 97
165 149 40
280 131 35
49 270 16
105 255 70
236 196 97
256 135 85
143 240 23
14 171 28
206 211 23
15 209 41
199 84 76
253 152 67
44 22 24
103 39 87
268 273 35
214 281 97
65 140 68
3 154 33
208 245 64
208 84 52
37 105 86
210 282 42
158 289 100
176 69 76
83 285 63
199 194 8
52 72 34
154 160 56
192 138 24
244 265 10
34 234 63
102 290 31
260 90 38
273 157 67
177 70 31
157 205 20
142 57 78
75 228 10
193 20 57
67 299 50
240 94 11
117 76 76
11 41 48
227 160 25
14 223 87
251 175 72
159 42 30
147 162 2
297 278 67
192 179 94
157 257 93
183 175 40
78 176 69
237 78 16
242 112 94
160 234 58
75 173 59
257 126 72
228 146 67
278 244 23
111 169 62
160 14 33
117 47 16
105 196 26
91 20 68
31 208 85
206 48 58
185 193 29
163 282 42
104 200 20
38 86 18
200 162 7
194 10 22
13 292 86
271 165 48
113 88 31
220 189 52
211 6 10
66 261 5
146 38 94
113 64 100
245 94 98
93 95 64
31 280 8
34 130 64
79 276 91
119 208 15
183 5 65
49 197 39
193 35 20
1 222 50
13 207 71
204 145 46
83 286 60
53 158 11
96 71 29
165 61 49
104 17 81
292 255 58
57 110 2
130 268 31
267 245 39
218 156 69
244 41 13
182 223 77
270 101 98
165 2 62
114 186 2
183 54 78
111 206 15
286 98 6
150 96 78
216 299 85
119 31 41
170 194 96
299 179 69
213 47 82
126 210 35
98 73 86
188 185 63
97 300 95
268 289 98
209 178 1
238 7 66
134 57 41
11 10 39
167 295 59
113 157 23
75 60 10
100 72 67
296 99 95
233 1 78
16 55 71
272 294 75
126 120 31
210 188 21
51 278 62
120 67 48
130 6 7
43 142 23
143 284 19
33 219 1
203 7 31
90 181 96
222 299 10
258 243 36
212 54 66
38 193 51
233 277 19
128 91 74
206 188 53
91 230 44
11 13 2
269 256 68
263 149 50
67 286 98
186 198 58
175 123 61
202 249 8
74 296 32
234 293 75
48 226 91
89 44 36
238 132 24
139 281 71
89 254 72
299 258 70
105 138 92
131 184 76
185 242 27
26 72 24
215 288 13
144 209 32
114 11 14
256 130 48
223 75 36
22 47 24
81 262 71
144 294 90
196 59 17
170 186 29
179 193 40
95 237 55
279 199 20
265 165 29
296 183 26
111 77 67
228 171 10
91 151 61
67 92 74
172 190 88
95 205 8
142 31 88
73 176 68
232 185 93
187 299 64
251 224 9
142 99 90
249 110 33
105 275 90
114 35 6
123 119 23
289 114 22
122 30 48
258 72 70
296 209 65
60 59 87
94 261 85
212 114 91
151 242 86
278 122 79
197 3 64
116 127 85
193 46 51
188 82 55
284 263 76
176 108 36
234 180 7
210 46 8
42 101 57
48 147 82
41 171 55
285 52 50
290 1 98
272 163 21
233 175 22
265 121 54
50 291 39
34 294 49
161 299 18
190 80 5
228 53 98
279 241 89
243 115 46
11 278 18
190 61 68
89 83 68
13 194 53
173 248 93
176 57 55
120 102 81
170 28 50
175 30 40
176 197 65
113 66 35
174 42 19
14 62 45
263 260 49
83 27 48
144 239 15
264 232 59
50 189 8
139 253 97
105 243 18
154 39 26
264 50 42
77 282 8
140 161 57
28 278 4
49 221 4
189 196 70
123 26 91
31 73 7
299 270 96
48 56 39
296 139 35
172 160 56
252 202 84
12 300 39
149 27 39
7 20 32
216 285 35
293 161 84
94 251 11
144 32 46
21 15 41
247 124 11
281 67 57
33 206 47
299 260 3
100 56 54
238 104 82
249 124 18
203 12 41
21 24 40
187 97 76
200 240 40
178 112 100
85 167 81
71 5 94
114 91 4
271 7 65
226 181 10
156 90 89
141 231 54
149 73 75
4 141 41
30 181 30
145 93 35
24 231 67
61 255 23
6 181 68
123 292 47
16 67 24
44 140 30
107 140 1
132 86 16
288 20 26
206 274 24
117 171 20
4 151 92
184 226 60
66 99 25
104 125 85
106 188 64
18 258 47
242 125 9
19 3 75
164 204 68
103 30 64
287 46 18
64 35 47
48 291 85
60 178 45
241 43 41
245 211 52
91 44 48
123 293 82
177 198 41
197 269 73
56 196 62
49 269 87
211 23 10
160 232 52
52 58 61
183 120 91
297 137 53
69 16 2
214 137 54
240 25 91
137 126 19
164 169 28
85 98 49
52 174 95
292 232 42
292 250 49
293 211 93
135 59 77
103 187 37
200 36 40
210 177 72
128 168 72
84 151 46
24 31 100
258 156 42
260 202 53
64 126 77
169 261 21
258 100 51
209 293 57
17 78 97
261 93 79
41 69 13
265 270 44
269 238 71
280 292 11
257 127 15
255 144 75
130 35 78
109 233 31
166 137 67
18 59 44
292 135 16
294 214 46
196 174 59
85 100 16
117 136 3
110 272 41
11 36 29
289 94 79
147 100 33
233 187 6
134 11 28
251 107 20
269 173 43
198 62 14
51 78 52
202 66 89
177 202 64
25 221 36
233 147 1
6 155 84
268 248 100
262 95 23
206 183 21
56 291 72
262 91 40
187 285 72
262 159 29
182 269 90
187 146 3
239 272 70
82 1 46
272 241 58
128 86 13
60 191 22
249 149 82
227 103 37
96 259 8
135 97 81
197 179 50
166 259 25
293 41 38
57 189 18
57 49 59
134 168 18
297 98 27
8 132 30
15 192 86
84 102 58
84 172 53
75 191 9
283 243 47
231 170 61
144 219 81
18 260 26
263 54 67
229 230 44
272 249 98
250 222 39
40 153 63
100 89 46
36 236 89
174 94 75
68 79 68
279 138 80
72 118 98
234 87 68
84 216 39
194 148 47
163 262 1
286 145 11
202 137 57
30 275 88
69 116 85
70 72 37
90 73 96
55 141 31
112 103 57
96 300 12
141 96 42
246 296 20
173 178 50
88 222 46
202 124 73
125 205 7
49 225 71
113 86 28
147 105 30
58 65 35
218 82 79
111 127 9
35 271 99
187 134 31
182 1 48
97 222 32
167 158 20
174 293 36
245 231 90
40 98 47
248 251 4
108 244 7
95 249 4
268 35 17
172 191 100
83 37 30
262 201 57
261 140 15
51 245 68
113 226 92
290 189 86
252 142 52
267 156 75
116 44 5
130 230 49
262 289 62
137 25 52
46 1 32
227 92 13
295 165 23
33 295 94
280 176 21
131 284 99
180 51 26
197 137 23
111 124 2
102 242 38
272 65 63
274 57 56
290 170 25
223 52 20
278 240 78
160 186 97
206 28 5
274 127 37
102 57 6
280 276 93
28 253 68
41 117 71
6 217 89
221 103 57
73 29 65
257 166 96
43 120 96
191 57 3
9 119 1
107 12 75
24 187 48
254 60 75
199 66 72
194 150 76
96 85 89
15 222 84
158 86 5
28 123 51
49 38 48
133 241 1
254 128 3
292 23 65
4 114 35
286 197 50
6 201 72
34 203 46
299 211 86
167 35 82
17 296 4
133 226 55
283 194 37
176 65 20
206 153 92
194 55 76
182 232 40
4 16 5
98 259 33
205 162 74
294 295 92
125 117 54
245 111 47
170 267 1
251 63 19
252 255 89
267 39 62
9 44 75
62 213 12
24 206 14
118 121 56
110 132 6
155 88 31
15 252 16
18 257 66
249 216 11
179 103 94
227 220 5
80 168 33
125 107 16
59 134 7
12 44 99
275 269 53
26 11 70
195 224 43
70 43 95
119 240 29
201 142 53
143 1 4
82 190 11
182 180 88
107 169 72
20 262 77
18 85 10
109 166 31
299 70 88
275 72 69
142 14 86
261 122 62
83 103 30
93 55 76
277 138 82
106 172 25
202 261 59
195 283 94
252 16 100
116 222 58
190 284 91
9 110 75
210 118 86
197 26 57
289 121 97
244 32 57
149 283 27
140 211 6
171 73 70
32 117 66
17 292 57
61 179 6
172 40 78
278 187 36
82 10 3
120 213 33
29 116 27
226 230 56
29 135 35
106 292 38
1 147 56
281 220 14
1 130 18
186 272 18
241 256 58
168 117 66
297 230 39
204 12 26
24 288 9
273 18 89
162 286 57
159 162 48
13 256 93
251 261 35
296 204 24
120 38 10
218 165 73
248 153 9
139 209 97
168 249 75
169 251 59
116 251 24
141 198 61
170 64 26
37 118 30
78 118 69
138 139 70
136 100 87
293 69 16
213 63 67
250 251 98
223 228 47
90 186 17
92 11 42
188 170 54
40 262 61
252 140 34
213 222 72
263 212 77
261 65 78
88 230 67
20 57 28
19 217 16
53 27 81
170 126 78
156 152 69
91 187 87
201 187 79
160 136 5
25 91 34
180 272 92
89 8 61
95 282 16
109 151 34
2 71 44
216 60 8
39 221 49
130 267 7
196 239 74
197 45 45
36 121 98
116 21 25
37 34 29
165 232 33
16 180 96
265 128 15
70 154 52
149 219 22
72 205 89
235 150 19
142 156 52
263 237 50
206 296 81
101 245 12
35 121 18
39 127 88
92 53 12
26 145 64
12 55 90
73 282 30
67 165 7
203 177 76
192 181 17
221 250 3
100 41 21
230 252 87
2 36 24
238 133 41
249 251 22
173 120 34
256 108 5
290 200 3
64 225 15
297 202 43
79 81 23
190 197 82
282 172 66
234 155 45
144 8 3
180 258 16
298 158 91
64 183 71
99 107 12
110 131 47
190 226 66
26 142 88
167 213 47
183 258 33
75 30 78
296 132 35
54 10 22
115 169 98
294 101 11
137 96 18
139 4 54
241 287 63
51 299 62
297 118 33
172 256 68
147 283 50
21 199 97
232 245 11
37 53 19
94 86 48
29 271 33
130 97 59
142 160 25
127 30 48
251 5 30
176 205 32
103 285 56
227 223 97
34 173 78
270 167 11
117 149 18
93 257 32
56 39 14
86 243 39
197 133 35
158 101 25
178 177 69
160 201 59
224 163 19
140 108 25
103 43 54
222 108 95
195 23 97
58 22 15
285 248 75
2 99 93
78 157 32
52 172 25
296 285 92
272 99 23
245 206 46
300 285 95
146 88 23
199 89 97
174 241 59
157 216 91
179 109 68
201 88 86
189 171 52
40 218 9
157 270 95
114 158 45
268 279 55
129 243 76
135 150 22
214 206 8
186 132 100
235 177 52
264 246 45
122 107 83
248 296 63
139 51 22
116 245 34
71 245 40
13 120 74
243 199 59
277 188 83
173 266 27
107 287 15
49 182 14
52 104 67
164 76 66
130 100 44
22 237 91
77 249 94
227 174 27
109 164 26
124 33 62
8 228 7
171 132 20
107 208 23
212 232 97
29 77 85
215 166 68
143 79 40
121 90 23
183 7 84
235 55 38
121 287 37
8 38 35
99 297 13
50 265 77
257 89 73
215 44 100
78 231 82
251 93 60
273 118 87
126 125 92
45 17 12
73 299 43
188 167 50
263 206 32
50 132 25
39 38 24
269 1 20
60 52 17
81 156 30
43 21 22
201 4 56
206 130 24
238 60 36
99 44 66
176 228 53
139 92 98
6 161 75
117 115 50
86 266 28
200 64 91
84 76 92
177 64 63
238 298 10
60 82 28
100 120 77
253 129 77
101 16 58
62 43 3
114 291 87
263 27 70
150 26 28
128 12 94
206 109 62
140 231 8
34 58 55
230 271 72
192 147 75
86 44 22
196 36 89
93 51 13
289 148 43
287 289 33
217 72 34
282 161 73
76 69 54
211 53 53
255 226 86
181 19 75
156 236 61
265 28 45
102 186 12
113 123 73
90 290 18
45 214 48
278 174 64
139 32 71
84 112 27
169 196 73
1 226 13
135 85 47
149 152 97
165 237 2
254 252 22
103 98 33
267 2 38
173 167 72
1 126 35
65 94 89
53 52 84
9 291 99
5 147 70
158 80 43
82 69 52
189 179 8
236 194 50
150 153 32
221 48 12
267 213 98
237 47 77
253 63 16
152 232 78
279 196 75
268 48 38
114 253 15
44 182 49
37 196 66
228 25 96
110 102 35
97 25 1
18 97 71
30 101 54
277 43 66
201 152 52
63 78 5
58 128 23
151 280 33
25 242 75
110 72 47
136 29 32
11 148 4
275 16 26
259 280 2
242 65 12
12 4 86
206 269 6
56 288 35
274 98 87
187 129 7
141 137 6
22 224 62
211 54 53
183 212 61
147 193 22
26 283 29
70 54 22
269 279 87
261 229 88
52 283 57
250 138 53
193 146 87
45 205 83
57 51 61
223 30 80
8 34 72
6 271 75
156 197 50
171 236 69
166 16 10
230 48 38
268 60 6
251 1 30
117 241 32
191 246 47
16 188 45
160 92 18
35 196 26
78 83 74
195 44 58
272 66 89
218 227 17
261 239 68
56 69 47
24 83 20
172 280 69
174 208 29
111 221 37
216 207 61
210 168 4
86 161 61
189 105 62
218 119 51
49 179 89
215 157 4
251 51 71
277 221 32
281 98 1
57 197 91
218 12 5
26 286 95
69 214 60
256 2 82
87 264 36
31 281 94
244 194 73
169 185 27
7 119 45
109 8 86
150 277 62
172 62 86
122 274 17
109 24 67
67 191 74
183 272 65
83 206 68
38 61 88
100 280 40
180 117 45
248 205 92
94 258 46
148 39 1
210 152 80
248 106 64
202 91 21
123 17 21
199 205 40
25 270 47
142 78 8
178 35 80
224 147 41
235 97 48
142 162 15
5 8 92
223 82 7
210 15 59
125 27 87
45 252 35
206 193 15
62 58 87
108 33 12
242 32 52
3 99 62
223 80 55
274 69 30
153 227 58
192 200 60
187 219 92
193 284 85
11 286 5
130 294 19
54 260 19
230 228 87
114 122 39
48 208 42
168 159 31
131 149 2
157 51 71
60 202 51
41 153 96
15 265 46
281 56 51
255 232 70
254 238 44
119 180 91
39 67 7
114 182 1
230 96 39
163 254 71
290 155 4
36 35 42
159 209 92
170 56 74
51 240 89
49 199 13
206 148 47
166 71 34
73 300 27
40 187 64
270 65 70
114 106 71
249 23 32
289 210 58
173 260 91
289 42 53
226 91 88
217 176 25
253 153 48
43 109 16
251 126 25
209 10 73
121 137 36
241 79 40
226 240 48
114 221 28
271 34 60
300 124 87
228 60 92
51 136 51
203 280 65
212 76 30
193 89 61
234 272 15
115 52 16
110 105 44
7 79 34
92 244 30
206 8 29
217 169 22
50 130 10
292 44 93
141 226 20
197 177 31
262 184 83
220 265 45
228 4 96
83 191 2
244 276 56
59 299 55
2 1 2
115 4 26
26 165 4
253 119 85
220 22 22
172 295 65
88 165 59
85 83 51
1 55 7
44 218 42
185 121 32
38 99 31
297 286 86
282 265 18
150 265 32
166 68 26
261 196 18
20 148 32
86 218 3
189 132 21
174 246 38
240 19 38
254 142 19
136 61 30
41 116 47
10 117 11
224 149 53
246 121 41
2 112 97
198 214 36
135 83 35
105 127 93
75 55 39
122 180 59
131 107 27
198 266 80
57 25 83
105 244 67
264 157 15
62 85 55
110 267 66
219 225 28
185 71 9
218 10 46
94 35 65
191 202 41
126 117 87
135 192 35
191 131 33
16 253 67
75 35 29
71 135 100
41 202 68
188 211 29
81 253 90
286 283 75
111 259 72
72 135 88
66 285 7
58 133 19
250 259 91
165 87 54
263 261 6
181 275 22
97 179 27
278 144 91
181 213 69
298 268 22
53 58 77
235 41 32
253 159 46
11 140 55
76 30 36
187 265 90
187 261 92
272 261 22
176 195 10
185 186 90
3 146 49
148 232 95
267 40 45
258 274 34
137 295 2
57 19 35
157 116 67
228 194 37
117 231 97
131 29 25
35 58 97
40 206 19
182 103 58
250 283 31
254 274 7
57 228 59
194 291 100
71 224 51
238 249 21
204 294 86
24 123 92
119 226 65
240 167 57
5 125 93
277 278 41
112 82 90
201 259 33
180 227 47
74 271 29
137 233 2
76 59 28
54 130 13
158 145 29
263 251 26
139 134 33
256 249 92
76 127 21
214 64 5
69 228 85
114 196 87
154 25 12
152 202 69
263 180 56
169 241 21
103 113 50
234 167 16
202 153 42
244 78 96
187 84 75
279 106 42
251 154 75
144 107 24
37 152 82
81 98 62
63 215 98
134 102 60
66 276 88
179 201 49
194 54 96
261 1 77
164 158 90
212 291 55
73 11 57
151 94 13
260 172 16
57 6 37
289 96 99
125 100 31
198 166 55
30 254 66
1 108 51
181 20 93
236 5 53
21 201 25
180 131 71
127 260 78
111 42 5
202 280 98
98 123 65
150 186 11
76 170 49
112 96 100
300 127 16
19 127 85
106 140 29
58 230 25
193 53 70
292 246 42
194 153 33
4 9 48
259 256 2
101 126 56
77 199 24
222 265 23
257 263 70
2 287 65
173 100 68
261 253 49
185 244 76
153 81 22
292 5 96
156 230 93
121 227 63
156 22 92
132 45 1
264 147 28
79 30 55
174 210 73
8 71 84
144 42 85
180 274 20
258 26 74
92 110 13
164 173 97
148 191 15
218 32 7
19 160 60
161 119 59
49 5 37
237 37 30
190 239 12
167 78 39
282 171 4
220 97 19
86 108 7
109 32 14
72 162 10
68 135 9
90 270 45
146 246 44
35 134 39
265 164 69
226 213 66
286 240 69
162 231 47
168 53 13
91 214 70
95 154 1
132 150 94
197 83 66
75 49 58
6 83 60
75 138 76
17 14 15
69 36 46
218 233 91
77 244 14
205 12 54
214 190 80
39 247 8
66 96 1
18 289 80
299 300 17
206 126 19
250 47 13
10 69 80
163 19 55
48 19 60
144 71 33
277 61 77
3 86 54
75 160 78
296 25 57
152 195 1
137 56 100
21 143 33
196 269 87
22 262 71
194 247 81
161 186 69
142 16 87
53 44 5
104 167 15
15 38 46
292 198 29
157 241 28
131 137 40
25 223 23
256 208 96
297 151 93
39 134 74
75 2 69
13 288 75
247 35 64
206 192 28
72 191 73
169 122 87
190 98 30
21 60 8
132 160 96
211 153 57
196 131 97
157 111 99
18 69 2
21 176 14
156 126 64
227 291 95
19 250 10
101 202 25
141 59 93
47 249 3
146 62 66
272 125 58
116 97 20
210 219 83
134 5 51
222 157 87
84 35 28
18 157 73
153 277 49
231 285 12
280 200 44
89 206 6
30 33 53
184 207 13
57 147 89
33 132 61
281 59 19
99 237 30
207 158 77
176 9 16
203 192 29
166 45 27
90 168 55
142 218 4
219 183 88
295 32 46
82 299 98
253 259 92
290 175 84
168 255 86
32 103 45
187 59 50
144 180 21
97 103 19
60 291 72
27 215 97
83 292 11
119 125 33
127 279 48
203 127 92
222 86 47
283 37 28
99 130 45
136 157 79
139 187 45
169 58 87
109 82 21
276 268 58
184 202 56
75 102 51
31 9 71
70 141 24
64 71 76
156 203 85
111 160 78
83 297 61
14 291 79
171 246 6
171 268 95
106 72 29
149 56 80
248 278 91
122 80 35
229 136 20
249 127 1
209 197 73
117 116 81
26 203 90
272 188 63
113 45 58
31 63 100
198 144 83
11 180 65
23 52 14
85 280 48
109 40 80
7 245 89
122 83 1
95 275 24
225 253 96
145 140 44
48 94 100
104 215 48
270 246 57
205 167 57
164 167 93
73 33 22
251 215 86
92 224 86
96 282 82
181 22 70
132 96 46
175 242 92
245 179 17
111 247 96
281 180 60
9 112 92
27 10 72
147 225 89
237 208 34
227 129 26
108 159 75
265 92 84
260 88 51
91 264 62
195 63 74
121 239 68
40 232 1
205 54 69
256 296 1
287 133 1
58 207 95
97 185 50
26 15 43
106 141 5
3 282 92
9 212 96
52 19 65
97 294 49
25 145 73
184 103 100
71 28 60
117 6 93
158 124 92
250 68 92
207 43 32
52 210 83
218 272 21
266 288 60
127 175 54
114 229 56
142 229 77
218 102 89
268 78 97
76 173 38
162 176 9
77 212 4
259 60 3
82 154 54
151 5 98
264 269 51
96 146 81
279 37 30
48 133 78
123 272 21
261 98 74
233 155 18
233 230 99
173 101 91
262 248 66
90 210 72
250 264 85
222 245 23
108 189 79
155 249 49
172 107 90
187 57 24
152 158 29
100 110 28
254 19 78
6 134 57
108 157 20
17 134 61
270 136 51
25 111 31
12 260 53
175 26 1
78 101 90
294 90 21
82 50 15
295 128 40
69 247 55
252 125 29
241 229 96
161 45 27
201 53 33
33 208 93
201 274 92
16 197 29
27 251 23
8 189 69
80 249 74
115 212 4
237 81 30
147 223 66
232 299 25
8 201 86
200 201 87
296 65 20
267 56 77
133 289 53
83 159 99
51 109 55
244 132 98
262 41 63
37 261 49
12 292 51
61 78 99
244 110 70
107 181 35
37 67 15
165 163 72
93 172 74
134 45 11
111 23 20
200 75 88
104 249 66
53 251 56
205 202 48
164 186 10
10 95 80
137 195 99
134 120 67
127 97 92
182 42 16
13 77 27
283 53 12
13 172 49
220 124 74
24 135 18
226 13 53
288 60 5
58 171 10
123 288 96
148 221 6
126 260 72
49 190 50
228 167 60
261 11 40
241 222 25
97 219 35
142 168 86
243 17 28
234 219 97
206 255 14
297 125 91
93 115 45
112 129 100
144 247 72
131 46 82
103 170 52
294 285 47
229 3 80
249 154 73
147 8 20
150 68 49
112 283 70
57 117 13
193 17 15
230 37 61
88 243 25
224 158 22
136 290 77
127 8 87
124 141 13
76 96 75
253 17 64
21 27 36
212 201 14
193 158 56
278 42 22
196 201 91
20 205 41
187 94 4
217 242 44
245 46 68
80 290 23
118 56 82
173 160 84
198 190 75
28 30 31
85 176 59
55 51 36
10 247 23
236 223 92
7 26 39
127 173 18
195 296 52
193 44 13
218 51 96
36 290 6
112 104 36
251 88 32
181 242 10
283 115 87
14 218 32
181 273 67
300 213 54
195 159 46
299 63 46
57 263 47
30 87 75
10 165 12
10 132 65
251 272 33
299 21 46
209 221 12
230 134 71
92 142 97
242 289 83
48 228 91
107 259 45
112 294 48
45 140 10
271 285 18
228 15 88
215 290 1
38 231 42
154 128 70
285 217 47
271 5 90
48 272 90
58 214 23
13 252 61
149 299 62
87 273 52
281 120 74
86 31 49
41 187 50
246 48 49
60 102 63
14 202 74
242 6 84
287 102 16
243 266 57
285 174 69
89 230 15
213 91 96
145 5 92
141 275 61
163 89 45
6 7 85
156 46 73
300 266 34
249 233 37
275 209 99
144 129 78
105 64 58
26 143 54
278 269 45
93 252 97
137 261 21
253 79 28
54 18 80
174 182 38
147 195 50
101 19 56
112 184 22
236 293 90
77 38 58
142 144 72
74 129 61
293 14 25
46 148 14
25 276 94
227 60 98
220 70 63
254 81 51
152 48 2
57 194 4
25 96 21
73 239 17
294 230 26
2 235 18
40 160 64
138 158 88
258 64 22
87 55 11
204 247 21
277 127 64
238 281 29
156 16 88
230 28 33
268 297 50
244 164 12
290 140 15
174 115 58
96 103 50
209 226 94
138 32 34
70 37 82
38 159 67
109 288 98
209 85 99
1 224 14
257 172 37
221 184 38
152 20 44
79 256 5
141 117 99
164 263 98
273 209 58
65 156 6
75 26 91
154 197 18
196 224 48
222 217 2
172 25 73
209 166 71
18 180 17
205 282 73
185 107 76
29 287 54
225 242 95
281 158 19
154 2 75
138 208 2
280 21 59
113 48 4
290 273 15
143 299 27
207 142 88
25 182 53
259 77 19
138 48 77
253 5 95
86 238 50
53 253 72
187 204 7
272 75 31
278 44 64
69 1 34
220 90 12
4 295 62
37 128 62
188 282 89
92 97 51
5 282 16
26 99 61
226 25 19
181 299 3
276 86 49
82 206 8
202 269 83
286 149 19
205 41 21
298 293 85
85 53 87
109 63 9
250 10 90
208 75 32
5 10 70
230 263 77
116 220 32
69 42 49
27 93 67
83 101 98
209 290 76
134 10 78
150 179 65
35 24 97
123 29 88
189 124 76
151 72 54
156 86 35
114 277 7
53 114 85
128 200 47
63 186 93
241 236 60
261 189 73
191 281 62
288 117 76
34 160 8
178 298 86
24 36 84
284 69 64
205 172 90
295 242 5
56 297 58
13 249 89
136 283 4
144 20 20
288 267 6
256 18 66
105 84 68
153 79 31
221 47 16
227 3 54
199 22 49
259 1 71
215 153 64
203 133 74
12 31 26
131 290 77
188 83 7
230 114 31
26 19 63
136 6 48
271 202 68
7 85 57
204 230 45
149 189 96
113 79 63
139 192 93
124 136 79
300 204 19
40 294 5
45 91 22
92 15 68
282 203 55
126 115 28
69 35 98
91 50 44
201 143 43
31 1 60
71 211 56
74 202 58
240 263 47
20 165 83
211 126 42
